Timestamp,AX,AY,AZ,RX,RY,RZ,Jump
93350.35280229167,0.01614294946193695,0.002678394317626953,0.09050673246383667,0.9758660197257996,0.5523642897605896,-0.4025152921676636,false
93350.36276129168,0.014824002981185913,-0.04456759989261627,0.09112107753753662,0.7112879157066345,0.4461648762226105,-0.27600207924842834,false
93350.37271929167,0.014085263013839722,-0.08988885581493378,0.09747874736785889,0.48292529582977295,0.3660852015018463,-0.1539805680513382,false
93350.38267829167,0.00998087227344513,-0.10350890457630157,0.1156158447265625,0.34254220128059387,0.3121403455734253,-0.04327979311347008,false
93350.39263729168,-0.0021331757307052612,-0.09129184484481812,0.13240844011306763,0.2608462870121002,0.1712157428264618,0.3960661292076111,false
93350.40259629168,-0.008546307682991028,-0.06027638912200928,0.15075570344924927,0.21505802869796753,0.0931217297911644,1.0186598300933838,false
93350.41255429167,0.02452242374420166,-0.02149699628353119,0.17172729969024658,0.10190270096063614,-0.06988423317670822,1.149909257888794,false
93350.42251329168,0.00043095648288726807,-0.004560887813568115,0.17662793397903442,-0.06019924581050873,0.1055215522646904,0.6064278483390808,false
93350.43247229168,0.027122914791107178,-0.02254919707775116,0.17177903652191162,-0.38716989755630493,-0.008810888044536114,0.5104230046272278,false
93350.44243029167,0.06963543593883514,-0.08316275477409363,0.16773253679275513,-0.7993161082267761,-0.17596012353897095,0.6410486102104187,false
93350.45238929168,0.06782688200473785,-0.1451890915632248,0.1765015721321106,-1.166622519493103,-0.21495254337787628,0.7516520619392395,false
93350.46234829168,0.06630080938339233,-0.17434337735176086,0.1973412036895752,-1.472193956375122,-0.2306479513645172,0.8765636086463928,false
93350.47230729167,0.041452065110206604,-0.1813170611858368,0.22153621912002563,-1.6159460544586182,-0.23595589399337769,0.9567095637321472,false
93350.48226529168,0.034099698066711426,-0.18094885349273682,0.24039995670318604,-1.5680259466171265,-0.192949578166008,1.0081835985183716,false
93350.49222429167,0.02278958261013031,-0.17458316683769226,0.25332915782928467,-1.3019157648086548,-0.032299235463142395,1.057307481765747,false
93350.50218329167,0.0094851553440094,-0.09496183693408966,0.2879031300544739,-0.7618991136550903,0.1875138282775879,1.0257396697998047,false
93350.51214229167,-0.00400426983833313,0.036877334117889404,0.3103151321411133,-0.26528429985046387,0.378037691116333,1.0054810047149658,false
93350.52210029167,-0.007423132658004761,0.11082018911838531,0.23345738649368286,-0.09172794967889786,0.4319395124912262,0.9847814440727234,false
93350.53205929167,0.039151012897491455,0.10786215960979462,0.13827186822891235,-0.38903340697288513,0.381818562746048,0.9965078830718994,false
93350.54201829167,0.10566917061805725,-0.005514040589332581,0.07198107242584229,-1.0544794797897339,0.2501367926597595,1.0869511365890503,false
93350.55197629167,0.14652223885059357,-0.1667434275150299,0.024210631847381592,-1.8057284355163574,0.10359954088926315,1.216444969177246,false
93350.56193529167,0.1623222678899765,-0.2844274640083313,0.016512751579284668,-2.308846950531006,0.025043746456503868,1.3397873640060425,false
93350.57189429167,0.16085898876190186,-0.300041139125824,0.04761183261871338,-2.5287885665893555,0.0009743641130626202,1.4307702779769897,false
93350.58185329167,0.14607739448547363,-0.23457300662994385,0.07083010673522949,-2.5449554920196533,0.01508412417024374,1.5024513006210327,false
93350.59181129167,0.1381145715713501,-0.15384480357170105,0.1037110686302185,-2.5632169246673584,0.02124321646988392,1.5822113752365112,false
93350.60177029167,0.13000832498073578,-0.12610527873039246,0.11669278144836426,-2.577906608581543,-0.01813914254307747,1.603678584098816,false
93350.61172929168,0.13024045526981354,-0.17534330487251282,0.11778301000595093,-2.4391210079193115,-0.01724405400454998,1.5866210460662842,false
93350.62168829168,0.12838304042816162,-0.24485912919044495,0.15054821968078613,-2.0804412364959717,0.14827392995357513,1.6631263494491577,false
93350.63164629167,0.11130569875240326,-0.19470873475074768,0.2294180989265442,-1.2905917167663574,0.3490491211414337,1.693194031715393,false
93350.64160529168,0.09454944729804993,-0.021572470664978027,0.28471577167510986,-0.4777163863182068,0.5157457590103149,1.7796767950057983,false
93350.65156429168,0.0870836079120636,0.08440923690795898,0.22278445959091187,-0.2964422106742859,0.5501471757888794,1.9264079332351685,false
93350.66152229167,0.1262734830379486,0.03934255242347717,0.1449682116508484,-0.8976629972457886,0.48225337266921997,2.078894853591919,false
93350.67148129168,0.18683913350105286,-0.16037023067474365,0.13057571649551392,-2.0604677200317383,0.3860088586807251,2.312398910522461,false
93350.68144029168,0.21836188435554504,-0.420902818441391,0.1404581069946289,-3.3789167404174805,0.3016364574432373,2.6387572288513184,false
93350.69139929167,0.2351783812046051,-0.6208030581474304,0.16608083248138428,-4.584193229675293,0.24398700892925262,2.967473030090332,false
93350.70135729168,0.26120859384536743,-0.7120043039321899,0.22076326608657837,-5.475800037384033,0.1683366596698761,3.2080888748168945,false
93350.71131629168,0.30894729495048523,-0.6892378926277161,0.2840880751609802,-6.015022277832031,0.08482418954372406,3.397045135498047,false
93350.72127529167,0.36151576042175293,-0.615593433380127,0.3152719736099243,-6.424941062927246,-0.014542010612785816,3.6034722328186035,false
93350.73123429167,0.41100892424583435,-0.5551197528839111,0.3179481625556946,-6.95305871963501,-0.15663203597068787,3.8175344467163086,false
93350.74119229167,0.46457794308662415,-0.5343235731124878,0.31207990646362305,-7.64776611328125,-0.3641023337841034,3.9710559844970703,false
93350.75115129167,0.5133288502693176,-0.5558597445487976,0.3144915699958801,-8.369304656982422,-0.553136944770813,4.035468578338623,false
93350.76111029167,0.5441951751708984,-0.5996667742729187,0.3283502459526062,-9.073909759521484,-0.7346639037132263,4.059612274169922,false
93350.77106829167,0.5579695701599121,-0.6381406784057617,0.36278992891311646,-9.634679794311523,-0.9220236539840698,4.1236348152160645,false
93350.78102729167,0.569427490234375,-0.6167676448822021,0.41475358605384827,-9.806388854980469,-1.1847444772720337,4.241637229919434,false
93350.79098629167,0.6067956686019897,-0.5069857239723206,0.4021364450454712,-9.608956336975098,-1.5543910264968872,4.351112365722656,false
93350.80094529167,0.6769469380378723,-0.35414212942123413,0.3317863643169403,-9.151654243469238,-1.9840335845947266,4.406954288482666,false
93350.81090329167,0.7508912086486816,-0.19747793674468994,0.26321688294410706,-8.58713150024414,-2.3845596313476562,4.378296375274658,false
93350.82086229167,0.782383382320404,-0.08624529838562012,0.18514110147953033,-8.172001838684082,-2.619414806365967,4.286771774291992,false
93350.83082129167,0.7494868040084839,-0.04643446207046509,0.11013823747634888,-7.998746871948242,-2.7026190757751465,4.193060398101807,false
93350.84078029168,0.6829873323440552,-0.05951523780822754,0.0711318850517273,-7.919299602508545,-2.749293565750122,4.036447525024414,false
93350.85073829167,0.6402420401573181,-0.08212816715240479,0.05932025611400604,-7.760230541229248,-2.924105405807495,3.893681049346924,false
93350.86069729168,0.6734203100204468,-0.05228334665298462,0.03407274931669235,-7.4456071853637695,-3.3246796131134033,3.8005380630493164,false
93350.87065629168,0.7921962738037109,0.004296600818634033,0.00661497563123703,-7.05136775970459,-3.740187168121338,3.7300198078155518,false
